empid,designation,courseid,course_name,duration_weeks,difficulty_level,completion_rate,learning_path
EMP119,SDE2,COURSE021,ITIL Foundation,3,Intermediate,81.29,Cloud Computing
EMP402,SDE2,COURSE002,Database Management,2,Beginner,14.01,Cloud Computing
EMP134,HR,COURSE034,UI/UX Design,1,Advanced,94.38,Web Development
EMP100,QA,COURSE050,E-commerce Development,2,Intermediate,62.46,Cloud Computing
EMP072,Lead,COURSE031,Mobile App Development,5,Advanced,94.99,Cloud Computing
EMP045,Manager,COURSE003,ITIL Foundation,5,Intermediate,64.02,Cloud Computing
EMP433,SDE2,COURSE026,Digital Marketing,2,Intermediate,30.72,Web Development
EMP372,DevOps,COURSE017,Digital Marketing,5,Beginner,87.78,Machine Learning
EMP218,Designer,COURSE036,Public Speaking,2,Advanced,24.83,Web Development
EMP016,DevOps,COURSE014,Full Stack Development,1,Advanced,66.56,Web Development
EMP474,Lead,COURSE026,Digital Marketing,2,Intermediate,63.78,Web Development
EMP365,SDE2,COURSE029,Data Analysis with Python,5,Advanced,92.81,Data Science
EMP494,Manager,COURSE042,E-commerce Development,6,Beginner,89.83,Cybersecurity
EMP188,HR,COURSE042,E-commerce Development,6,Beginner,15.6,Cybersecurity
EMP203,DevOps,COURSE025,Time Management,5,Advanced,2.01,Web Development
EMP286,Manager,COURSE002,Database Management,2,Beginner,9.09,Cloud Computing
EMP375,SDE2,COURSE019,Project Management,1,Advanced,47.14,Cloud Computing
EMP039,HR,COURSE049,Data Science with R,1,Advanced,72.51,Cybersecurity
EMP306,DevOps,COURSE020,UI/UX Design,5,Advanced,62.66,Web Development
EMP440,SDE1,COURSE005,Machine Learning Basics,4,Advanced,27.89,Machine Learning
EMP254,SDE2,COURSE024,Software Engineering,6,Beginner,21.0,Machine Learning
EMP165,Lead,COURSE001,Technical Writing,6,Advanced,7.5,Data Science
EMP263,DevOps,COURSE026,Digital Marketing,2,Intermediate,84.26,Web Development
EMP144,SDE2,COURSE034,UI/UX Design,1,Advanced,25.53,Web Development
EMP262,Designer,COURSE012,Responsive Web Design,3,Beginner,38.27,Machine Learning
EMP114,DevOps,COURSE042,E-commerce Development,6,Beginner,82.61,Cybersecurity
EMP370,SDE1,COURSE040,Artificial Intelligence,5,Advanced,55.33,Cybersecurity
EMP435,SDE1,COURSE045,Creative Thinking,5,Intermediate,12.13,Machine Learning
EMP079,HR,COURSE026,Digital Marketing,2,Intermediate,69.53,Web Development
EMP281,DevOps,COURSE020,UI/UX Design,5,Advanced,25.29,Web Development
EMP341,Manager,COURSE011,Python for Data Science,6,Advanced,13.2,Machine Learning
EMP492,HR,COURSE034,UI/UX Design,1,Advanced,0.66,Web Development
EMP161,HR,COURSE029,Data Analysis with Python,5,Advanced,52.71,Data Science
EMP444,DevOps,COURSE001,Technical Writing,6,Advanced,72.61,Data Science
EMP114,DevOps,COURSE033,DevOps Fundamentals,4,Intermediate,32.56,Machine Learning
EMP083,SDE1,COURSE045,Creative Thinking,5,Intermediate,12.27,Machine Learning
EMP116,DevOps,COURSE021,ITIL Foundation,3,Intermediate,14.55,Cloud Computing
EMP437,SDE2,COURSE023,Machine Learning Basics,4,Beginner,20.32,Cybersecurity
EMP035,SDE1,COURSE001,Technical Writing,6,Advanced,8.63,Data Science
EMP146,Lead,COURSE031,Mobile App Development,5,Advanced,24.58,Cloud Computing
EMP136,SDE1,COURSE004,Network Security,5,Beginner,81.99,Data Science
EMP366,Designer,COURSE034,UI/UX Design,1,Advanced,49.61,Web Development
EMP154,QA,COURSE021,ITIL Foundation,3,Intermediate,15.71,Cloud Computing
EMP190,Manager,COURSE020,UI/UX Design,5,Advanced,54.74,Web Development
EMP399,DevOps,COURSE021,ITIL Foundation,3,Intermediate,83.73,Cloud Computing
EMP232,HR,COURSE014,Full Stack Development,1,Advanced,54.54,Web Development
EMP378,SDE1,COURSE048,Network Security,5,Advanced,5.66,Machine Learning
EMP190,Manager,COURSE019,Project Management,1,Advanced,70.8,Cloud Computing
EMP085,SDE1,COURSE038,Cloud Basics,2,Advanced,79.94,Machine Learning
EMP458,Lead,COURSE043,Agile Methodologies,3,Advanced,6.01,Cybersecurity
EMP470,SDE1,COURSE043,Agile Methodologies,3,Advanced,89.84,Cybersecurity
EMP490,SDE1,COURSE023,Machine Learning Basics,4,Beginner,53.77,Cybersecurity
EMP135,Manager,COURSE046,Virtualization Technologies,4,Beginner,74.05,Machine Learning
EMP237,SDE2,COURSE041,Backend Development,4,Advanced,96.34,Data Science
EMP221,Designer,COURSE006,Web Development with React,6,Advanced,48.38,Cloud Computing
EMP168,DevOps,COURSE034,UI/UX Design,1,Advanced,34.16,Web Development
EMP305,Lead,COURSE039,Public Speaking,6,Advanced,87.52,Data Science
EMP268,Designer,COURSE011,Python for Data Science,6,Advanced,62.21,Machine Learning
EMP116,DevOps,COURSE004,Network Security,5,Beginner,23.19,Data Science
EMP239,Manager,COURSE017,Digital Marketing,5,Beginner,73.66,Machine Learning
EMP179,HR,COURSE038,Cloud Basics,2,Advanced,82.69,Machine Learning
EMP165,Lead,COURSE021,ITIL Foundation,3,Intermediate,45.88,Cloud Computing
EMP450,QA,COURSE036,Public Speaking,2,Advanced,22.0,Web Development
EMP263,DevOps,COURSE007,Deep Learning,2,Intermediate,46.94,Data Science
EMP309,Designer,COURSE035,Information Security,4,Advanced,47.49,Cybersecurity
EMP360,DevOps,COURSE016,Backend Development,6,Intermediate,61.16,Data Science
EMP417,SDE1,COURSE003,ITIL Foundation,5,Intermediate,20.33,Cloud Computing
EMP001,Lead,COURSE049,Data Science with R,1,Advanced,77.79,Cybersecurity
EMP350,SDE1,COURSE010,Data Visualization,6,Advanced,57.06,Web Development
EMP184,SDE1,COURSE045,Creative Thinking,5,Intermediate,76.24,Machine Learning
EMP195,DevOps,COURSE021,ITIL Foundation,3,Intermediate,30.94,Cloud Computing
EMP036,SDE2,COURSE034,UI/UX Design,1,Advanced,45.34,Web Development
EMP362,QA,COURSE045,Creative Thinking,5,Intermediate,80.28,Machine Learning
EMP429,Manager,COURSE041,Backend Development,4,Advanced,8.97,Data Science
EMP314,DevOps,COURSE015,Database Management,3,Advanced,15.49,Cybersecurity
EMP107,QA,COURSE001,Technical Writing,6,Advanced,63.76,Data Science
EMP286,Manager,COURSE004,Network Security,5,Beginner,18.45,Data Science
EMP175,SDE1,COURSE007,Deep Learning,2,Intermediate,96.61,Data Science
EMP274,DevOps,COURSE018,Blockchain Basics,6,Advanced,11.07,Machine Learning
EMP427,DevOps,COURSE004,Network Security,5,Beginner,2.47,Data Science
EMP388,QA,COURSE038,Cloud Basics,2,Advanced,35.9,Machine Learning
EMP250,HR,COURSE011,Python for Data Science,6,Advanced,76.19,Machine Learning
EMP089,SDE1,COURSE048,Network Security,5,Advanced,62.62,Machine Learning
EMP238,QA,COURSE014,Full Stack Development,1,Advanced,60.01,Web Development
EMP409,SDE2,COURSE040,Artificial Intelligence,5,Advanced,51.98,Cybersecurity
EMP358,Lead,COURSE042,E-commerce Development,6,Beginner,62.64,Cybersecurity
EMP336,SDE1,COURSE019,Project Management,1,Advanced,86.4,Cloud Computing
EMP241,Designer,COURSE042,E-commerce Development,6,Beginner,23.3,Cybersecurity
EMP425,HR,COURSE027,Deep Learning,6,Beginner,97.1,Web Development
EMP197,Manager,COURSE008,Remote Work Skills,4,Intermediate,33.61,Data Science
EMP307,HR,COURSE027,Deep Learning,6,Beginner,70.41,Web Development
EMP300,SDE2,COURSE047,Data Structures,1,Advanced,9.28,Web Development
EMP013,HR,COURSE018,Blockchain Basics,6,Advanced,7.6,Machine Learning
EMP439,HR,COURSE038,Cloud Basics,2,Advanced,75.62,Machine Learning
EMP385,SDE1,COURSE031,Mobile App Development,5,Advanced,63.53,Cloud Computing
EMP327,SDE1,COURSE037,Quality Assurance,4,Intermediate,29.98,Cybersecurity
EMP302,DevOps,COURSE018,Blockchain Basics,6,Advanced,80.07,Machine Learning
EMP411,Designer,COURSE047,Data Structures,1,Advanced,23.96,Web Development
EMP319,HR,COURSE003,ITIL Foundation,5,Intermediate,48.66,Cloud Computing
EMP372,DevOps,COURSE047,Data Structures,1,Advanced,2.54,Web Development
EMP285,SDE1,COURSE015,Database Management,3,Advanced,66.52,Cybersecurity
EMP167,SDE2,COURSE013,Scrum Master Certification,6,Beginner,29.35,Machine Learning
EMP324,Manager,COURSE003,ITIL Foundation,5,Intermediate,2.07,Cloud Computing
EMP441,SDE1,COURSE027,Deep Learning,6,Beginner,17.17,Web Development
EMP328,SDE2,COURSE042,E-commerce Development,6,Beginner,85.21,Cybersecurity
EMP355,SDE2,COURSE037,Quality Assurance,4,Intermediate,13.21,Cybersecurity
EMP243,Designer,COURSE002,Database Management,2,Beginner,98.6,Cloud Computing
EMP270,SDE2,COURSE005,Machine Learning Basics,4,Advanced,37.94,Machine Learning
EMP451,Designer,COURSE017,Digital Marketing,5,Beginner,69.18,Machine Learning
EMP043,Lead,COURSE044,Business Analytics,3,Advanced,84.57,Cybersecurity
EMP321,Lead,COURSE050,E-commerce Development,2,Intermediate,98.3,Cloud Computing
EMP299,Designer,COURSE020,UI/UX Design,5,Advanced,24.35,Web Development
EMP182,SDE2,COURSE032,ITIL Foundation,4,Beginner,50.4,Data Science
EMP303,SDE1,COURSE015,Database Management,3,Advanced,47.02,Cybersecurity
EMP497,Manager,COURSE003,ITIL Foundation,5,Intermediate,84.18,Cloud Computing
EMP323,SDE1,COURSE023,Machine Learning Basics,4,Beginner,91.8,Cybersecurity
EMP309,Designer,COURSE034,UI/UX Design,1,Advanced,53.98,Web Development
EMP070,SDE1,COURSE043,Agile Methodologies,3,Advanced,74.55,Cybersecurity
EMP009,SDE1,COURSE027,Deep Learning,6,Beginner,7.53,Web Development
EMP211,QA,COURSE037,Quality Assurance,4,Intermediate,41.14,Cybersecurity
EMP257,SDE2,COURSE015,Database Management,3,Advanced,7.94,Cybersecurity
EMP054,QA,COURSE043,Agile Methodologies,3,Advanced,11.16,Cybersecurity
EMP248,QA,COURSE019,Project Management,1,Advanced,92.55,Cloud Computing
EMP106,QA,COURSE037,Quality Assurance,4,Intermediate,36.86,Cybersecurity
EMP322,HR,COURSE032,ITIL Foundation,4,Beginner,30.44,Data Science
EMP437,SDE2,COURSE042,E-commerce Development,6,Beginner,38.01,Cybersecurity
EMP496,QA,COURSE049,Data Science with R,1,Advanced,15.43,Cybersecurity
EMP426,SDE2,COURSE001,Technical Writing,6,Advanced,72.88,Data Science
EMP192,HR,COURSE012,Responsive Web Design,3,Beginner,56.13,Machine Learning
EMP359,Manager,COURSE010,Data Visualization,6,Advanced,82.59,Web Development
EMP445,QA,COURSE035,Information Security,4,Advanced,11.8,Cybersecurity
EMP132,Manager,COURSE041,Backend Development,4,Advanced,32.55,Data Science
EMP071,QA,COURSE008,Remote Work Skills,4,Intermediate,86.17,Data Science
EMP110,Manager,COURSE004,Network Security,5,Beginner,19.98,Data Science
EMP365,SDE2,COURSE038,Cloud Basics,2,Advanced,44.23,Machine Learning
EMP189,HR,COURSE042,E-commerce Development,6,Beginner,83.93,Cybersecurity
EMP244,Lead,COURSE004,Network Security,5,Beginner,78.87,Data Science
EMP439,HR,COURSE028,API Development,4,Intermediate,63.45,Machine Learning
EMP227,SDE2,COURSE028,API Development,4,Intermediate,93.64,Machine Learning
EMP228,HR,COURSE013,Scrum Master Certification,6,Beginner,72.53,Machine Learning
EMP161,HR,COURSE036,Public Speaking,2,Advanced,95.34,Web Development
EMP074,QA,COURSE010,Data Visualization,6,Advanced,4.54,Web Development
EMP137,Lead,COURSE021,ITIL Foundation,3,Intermediate,21.88,Cloud Computing
EMP176,SDE1,COURSE040,Artificial Intelligence,5,Advanced,8.58,Cybersecurity
EMP438,SDE2,COURSE001,Technical Writing,6,Advanced,42.73,Data Science
EMP487,SDE1,COURSE041,Backend Development,4,Advanced,64.37,Data Science
EMP155,HR,COURSE022,Web Design,3,Advanced,15.5,Data Science
EMP256,Lead,COURSE010,Data Visualization,6,Advanced,62.19,Web Development
EMP375,SDE2,COURSE024,Software Engineering,6,Beginner,68.37,Machine Learning
EMP371,DevOps,COURSE025,Time Management,5,Advanced,28.4,Web Development
EMP053,Lead,COURSE007,Deep Learning,2,Intermediate,52.85,Data Science
EMP080,Lead,COURSE035,Information Security,4,Advanced,90.84,Cybersecurity
EMP428,DevOps,COURSE036,Public Speaking,2,Advanced,26.9,Web Development
EMP286,Manager,COURSE047,Data Structures,1,Advanced,78.01,Web Development
EMP284,QA,COURSE036,Public Speaking,2,Advanced,98.35,Web Development
EMP043,Lead,COURSE035,Information Security,4,Advanced,73.87,Cybersecurity
EMP161,HR,COURSE007,Deep Learning,2,Intermediate,10.81,Data Science
EMP426,SDE2,COURSE021,ITIL Foundation,3,Intermediate,1.86,Cloud Computing
EMP438,SDE2,COURSE023,Machine Learning Basics,4,Beginner,19.69,Cybersecurity
EMP247,DevOps,COURSE012,Responsive Web Design,3,Beginner,62.61,Machine Learning
EMP151,Manager,COURSE009,Networking Essentials,1,Intermediate,99.56,Cloud Computing
EMP361,Lead,COURSE027,Deep Learning,6,Beginner,40.9,Web Development
EMP498,HR,COURSE022,Web Design,3,Advanced,92.65,Data Science
EMP351,Designer,COURSE013,Scrum Master Certification,6,Beginner,8.6,Machine Learning
EMP138,DevOps,COURSE007,Deep Learning,2,Intermediate,7.19,Data Science
EMP294,SDE2,COURSE031,Mobile App Development,5,Advanced,81.79,Cloud Computing
EMP280,Designer,COURSE035,Information Security,4,Advanced,66.72,Cybersecurity
EMP482,SDE1,COURSE005,Machine Learning Basics,4,Advanced,95.64,Machine Learning
EMP357,SDE1,COURSE022,Web Design,3,Advanced,20.6,Data Science
EMP019,Manager,COURSE015,Database Management,3,Advanced,49.13,Cybersecurity
EMP368,Designer,COURSE001,Technical Writing,6,Advanced,22.68,Data Science
EMP128,QA,COURSE004,Network Security,5,Beginner,65.94,Data Science
EMP168,DevOps,COURSE020,UI/UX Design,5,Advanced,87.9,Web Development
EMP367,Designer,COURSE019,Project Management,1,Advanced,41.22,Cloud Computing
EMP060,Designer,COURSE018,Blockchain Basics,6,Advanced,57.57,Machine Learning
EMP281,DevOps,COURSE050,E-commerce Development,2,Intermediate,7.67,Cloud Computing
EMP329,DevOps,COURSE014,Full Stack Development,1,Advanced,63.9,Web Development
EMP139,QA,COURSE047,Data Structures,1,Advanced,82.08,Web Development
EMP216,QA,COURSE032,ITIL Foundation,4,Beginner,91.08,Data Science
EMP119,SDE2,COURSE022,Web Design,3,Advanced,54.71,Data Science
EMP106,QA,COURSE012,Responsive Web Design,3,Beginner,25.61,Machine Learning
EMP172,Designer,COURSE025,Time Management,5,Advanced,73.61,Web Development
EMP020,Lead,COURSE049,Data Science with R,1,Advanced,61.43,Cybersecurity
EMP362,QA,COURSE001,Technical Writing,6,Advanced,56.14,Data Science
EMP366,Designer,COURSE017,Digital Marketing,5,Beginner,53.24,Machine Learning
EMP169,SDE2,COURSE042,E-commerce Development,6,Beginner,92.12,Cybersecurity
EMP258,DevOps,COURSE019,Project Management,1,Advanced,49.17,Cloud Computing
EMP069,Designer,COURSE049,Data Science with R,1,Advanced,87.78,Cybersecurity
EMP098,HR,COURSE041,Backend Development,4,Advanced,26.15,Data Science
EMP064,Lead,COURSE012,Responsive Web Design,3,Beginner,56.71,Machine Learning
EMP212,SDE2,COURSE046,Virtualization Technologies,4,Beginner,88.06,Machine Learning
EMP377,DevOps,COURSE040,Artificial Intelligence,5,Advanced,50.59,Cybersecurity
EMP302,DevOps,COURSE007,Deep Learning,2,Intermediate,81.89,Data Science
EMP153,HR,COURSE035,Information Security,4,Advanced,66.72,Cybersecurity
EMP038,Designer,COURSE021,ITIL Foundation,3,Intermediate,90.59,Cloud Computing
EMP053,Lead,COURSE013,Scrum Master Certification,6,Beginner,76.32,Machine Learning
EMP494,Manager,COURSE006,Web Development with React,6,Advanced,31.92,Cloud Computing
EMP091,DevOps,COURSE002,Database Management,2,Beginner,74.57,Cloud Computing
EMP037,HR,COURSE035,Information Security,4,Advanced,72.53,Cybersecurity
EMP376,DevOps,COURSE037,Quality Assurance,4,Intermediate,60.34,Cybersecurity
EMP404,Manager,COURSE047,Data Structures,1,Advanced,53.68,Web Development
EMP038,Designer,COURSE036,Public Speaking,2,Advanced,39.85,Web Development
EMP157,QA,COURSE016,Backend Development,6,Intermediate,84.15,Data Science
EMP248,QA,COURSE028,API Development,4,Intermediate,23.33,Machine Learning
EMP475,SDE2,COURSE028,API Development,4,Intermediate,22.85,Machine Learning
EMP063,SDE2,COURSE007,Deep Learning,2,Intermediate,95.44,Data Science
EMP370,SDE1,COURSE046,Virtualization Technologies,4,Beginner,0.64,Machine Learning
EMP401,Manager,COURSE012,Responsive Web Design,3,Beginner,65.83,Machine Learning
EMP186,DevOps,COURSE006,Web Development with React,6,Advanced,48.2,Cloud Computing
EMP227,SDE2,COURSE031,Mobile App Development,5,Advanced,22.97,Cloud Computing
EMP287,SDE2,COURSE016,Backend Development,6,Intermediate,71.35,Data Science
EMP249,DevOps,COURSE015,Database Management,3,Advanced,16.74,Cybersecurity
EMP341,Manager,COURSE029,Data Analysis with Python,5,Advanced,48.85,Data Science
EMP133,Designer,COURSE003,ITIL Foundation,5,Intermediate,65.62,Cloud Computing
EMP022,DevOps,COURSE008,Remote Work Skills,4,Intermediate,39.06,Data Science
EMP267,SDE2,COURSE038,Cloud Basics,2,Advanced,86.64,Machine Learning
EMP217,Manager,COURSE009,Networking Essentials,1,Intermediate,38.43,Cloud Computing
EMP387,Manager,COURSE002,Database Management,2,Beginner,6.82,Cloud Computing
EMP240,Lead,COURSE015,Database Management,3,Advanced,77.78,Cybersecurity
EMP135,Manager,COURSE022,Web Design,3,Advanced,7.27,Data Science
EMP371,DevOps,COURSE030,Cloud Basics,3,Advanced,4.59,Data Science
EMP349,DevOps,COURSE028,API Development,4,Intermediate,24.6,Machine Learning
EMP499,Lead,COURSE034,UI/UX Design,1,Advanced,38.62,Web Development
EMP052,DevOps,COURSE027,Deep Learning,6,Beginner,80.42,Web Development
EMP301,SDE2,COURSE026,Digital Marketing,2,Intermediate,58.54,Web Development
EMP455,SDE1,COURSE043,Agile Methodologies,3,Advanced,34.39,Cybersecurity
EMP036,SDE2,COURSE050,E-commerce Development,2,Intermediate,78.35,Cloud Computing
EMP407,SDE1,COURSE050,E-commerce Development,2,Intermediate,11.44,Cloud Computing
EMP068,SDE1,COURSE009,Networking Essentials,1,Intermediate,20.16,Cloud Computing
EMP400,SDE2,COURSE021,ITIL Foundation,3,Intermediate,29.5,Cloud Computing
EMP257,SDE2,COURSE022,Web Design,3,Advanced,53.07,Data Science
EMP251,Manager,COURSE010,Data Visualization,6,Advanced,33.79,Web Development
EMP077,SDE2,COURSE034,UI/UX Design,1,Advanced,90.56,Web Development
EMP150,DevOps,COURSE002,Database Management,2,Beginner,19.38,Cloud Computing
EMP216,QA,COURSE034,UI/UX Design,1,Advanced,67.67,Web Development
EMP164,Designer,COURSE042,E-commerce Development,6,Beginner,30.17,Cybersecurity
EMP099,HR,COURSE037,Quality Assurance,4,Intermediate,35.67,Cybersecurity
EMP298,Lead,COURSE021,ITIL Foundation,3,Intermediate,58.95,Cloud Computing
EMP047,Manager,COURSE033,DevOps Fundamentals,4,Intermediate,88.41,Machine Learning
EMP054,QA,COURSE009,Networking Essentials,1,Intermediate,97.75,Cloud Computing
EMP123,Lead,COURSE008,Remote Work Skills,4,Intermediate,17.07,Data Science
EMP456,SDE1,COURSE016,Backend Development,6,Intermediate,88.11,Data Science
EMP412,SDE2,COURSE050,E-commerce Development,2,Intermediate,2.11,Cloud Computing
EMP264,DevOps,COURSE032,ITIL Foundation,4,Beginner,20.82,Data Science
EMP021,SDE1,COURSE048,Network Security,5,Advanced,25.96,Machine Learning
EMP479,QA,COURSE032,ITIL Foundation,4,Beginner,99.88,Data Science
EMP134,HR,COURSE025,Time Management,5,Advanced,42.25,Web Development
EMP253,SDE2,COURSE023,Machine Learning Basics,4,Beginner,32.2,Cybersecurity
EMP047,Manager,COURSE007,Deep Learning,2,Intermediate,11.21,Data Science
EMP444,DevOps,COURSE006,Web Development with React,6,Advanced,28.45,Cloud Computing
EMP037,HR,COURSE002,Database Management,2,Beginner,64.01,Cloud Computing
EMP201,Designer,COURSE024,Software Engineering,6,Beginner,6.42,Machine Learning
EMP229,DevOps,COURSE005,Machine Learning Basics,4,Advanced,15.65,Machine Learning
EMP465,DevOps,COURSE026,Digital Marketing,2,Intermediate,15.69,Web Development
EMP065,Manager,COURSE040,Artificial Intelligence,5,Advanced,46.13,Cybersecurity
EMP115,HR,COURSE041,Backend Development,4,Advanced,55.83,Data Science
EMP320,Lead,COURSE037,Quality Assurance,4,Intermediate,92.42,Cybersecurity
EMP446,SDE2,COURSE007,Deep Learning,2,Intermediate,56.08,Data Science
EMP142,SDE2,COURSE007,Deep Learning,2,Intermediate,12.69,Data Science
EMP138,DevOps,COURSE038,Cloud Basics,2,Advanced,38.5,Machine Learning
EMP008,Manager,COURSE006,Web Development with React,6,Advanced,48.11,Cloud Computing
EMP208,DevOps,COURSE004,Network Security,5,Beginner,27.95,Data Science
EMP238,QA,COURSE010,Data Visualization,6,Advanced,18.81,Web Development
EMP110,Manager,COURSE015,Database Management,3,Advanced,8.44,Cybersecurity
EMP489,Designer,COURSE045,Creative Thinking,5,Intermediate,27.81,Machine Learning
EMP124,Manager,COURSE043,Agile Methodologies,3,Advanced,37.14,Cybersecurity
EMP058,SDE1,COURSE045,Creative Thinking,5,Intermediate,38.47,Machine Learning
EMP354,QA,COURSE037,Quality Assurance,4,Intermediate,94.22,Cybersecurity
EMP341,Manager,COURSE010,Data Visualization,6,Advanced,35.98,Web Development
EMP196,Lead,COURSE046,Virtualization Technologies,4,Beginner,81.44,Machine Learning
EMP109,Designer,COURSE008,Remote Work Skills,4,Intermediate,64.38,Data Science
EMP477,HR,COURSE047,Data Structures,1,Advanced,98.55,Web Development
EMP144,SDE2,COURSE041,Backend Development,4,Advanced,70.11,Data Science
EMP483,Designer,COURSE034,UI/UX Design,1,Advanced,43.95,Web Development
EMP229,DevOps,COURSE049,Data Science with R,1,Advanced,22.84,Cybersecurity
EMP253,SDE2,COURSE017,Digital Marketing,5,Beginner,60.46,Machine Learning
EMP202,DevOps,COURSE021,ITIL Foundation,3,Intermediate,61.92,Cloud Computing
EMP051,SDE1,COURSE010,Data Visualization,6,Advanced,47.45,Web Development
EMP247,DevOps,COURSE001,Technical Writing,6,Advanced,45.46,Data Science
EMP251,Manager,COURSE017,Digital Marketing,5,Beginner,17.87,Machine Learning
EMP311,SDE2,COURSE044,Business Analytics,3,Advanced,27.96,Cybersecurity
EMP308,QA,COURSE033,DevOps Fundamentals,4,Intermediate,16.99,Machine Learning
EMP066,QA,COURSE024,Software Engineering,6,Beginner,96.88,Machine Learning
EMP015,Designer,COURSE001,Technical Writing,6,Advanced,23.73,Data Science
EMP152,HR,COURSE025,Time Management,5,Advanced,12.0,Web Development
EMP177,Lead,COURSE002,Database Management,2,Beginner,93.33,Cloud Computing
EMP231,HR,COURSE041,Backend Development,4,Advanced,25.12,Data Science
EMP458,Lead,COURSE014,Full Stack Development,1,Advanced,83.9,Web Development
EMP110,Manager,COURSE036,Public Speaking,2,Advanced,3.82,Web Development
EMP332,DevOps,COURSE050,E-commerce Development,2,Intermediate,61.25,Cloud Computing
EMP287,SDE2,COURSE024,Software Engineering,6,Beginner,22.47,Machine Learning
EMP065,Manager,COURSE025,Time Management,5,Advanced,94.98,Web Development
EMP271,SDE1,COURSE010,Data Visualization,6,Advanced,31.06,Web Development
EMP122,Manager,COURSE011,Python for Data Science,6,Advanced,73.46,Machine Learning
EMP441,SDE1,COURSE006,Web Development with React,6,Advanced,13.88,Cloud Computing
EMP378,SDE1,COURSE038,Cloud Basics,2,Advanced,45.04,Machine Learning
EMP248,QA,COURSE018,Blockchain Basics,6,Advanced,29.6,Machine Learning
EMP029,Lead,COURSE045,Creative Thinking,5,Intermediate,96.47,Machine Learning
EMP174,SDE1,COURSE018,Blockchain Basics,6,Advanced,47.12,Machine Learning
EMP052,DevOps,COURSE017,Digital Marketing,5,Beginner,3.84,Machine Learning
EMP239,Manager,COURSE012,Responsive Web Design,3,Beginner,52.44,Machine Learning
EMP232,HR,COURSE034,UI/UX Design,1,Advanced,4.97,Web Development
EMP094,SDE2,COURSE042,E-commerce Development,6,Beginner,10.68,Cybersecurity
EMP292,SDE1,COURSE047,Data Structures,1,Advanced,27.64,Web Development
EMP305,Lead,COURSE037,Quality Assurance,4,Intermediate,97.15,Cybersecurity
EMP020,Lead,COURSE043,Agile Methodologies,3,Advanced,83.0,Cybersecurity
EMP465,DevOps,COURSE028,API Development,4,Intermediate,28.01,Machine Learning
EMP002,SDE2,COURSE020,UI/UX Design,5,Advanced,80.63,Web Development
EMP057,Manager,COURSE035,Information Security,4,Advanced,44.66,Cybersecurity
EMP250,HR,COURSE035,Information Security,4,Advanced,56.1,Cybersecurity
EMP120,DevOps,COURSE048,Network Security,5,Advanced,43.25,Machine Learning
EMP289,Designer,COURSE040,Artificial Intelligence,5,Advanced,4.17,Cybersecurity
EMP398,Manager,COURSE046,Virtualization Technologies,4,Beginner,67.59,Machine Learning
EMP147,HR,COURSE023,Machine Learning Basics,4,Beginner,12.17,Cybersecurity
EMP292,SDE1,COURSE008,Remote Work Skills,4,Intermediate,4.83,Data Science
EMP113,SDE2,COURSE025,Time Management,5,Advanced,37.43,Web Development
EMP165,Lead,COURSE014,Full Stack Development,1,Advanced,36.5,Web Development
EMP186,DevOps,COURSE019,Project Management,1,Advanced,55.18,Cloud Computing
EMP278,Lead,COURSE014,Full Stack Development,1,Advanced,24.86,Web Development
EMP305,Lead,COURSE003,ITIL Foundation,5,Intermediate,4.21,Cloud Computing
EMP182,SDE2,COURSE031,Mobile App Development,5,Advanced,18.16,Cloud Computing
EMP477,HR,COURSE038,Cloud Basics,2,Advanced,77.99,Machine Learning
EMP471,Manager,COURSE042,E-commerce Development,6,Beginner,3.54,Cybersecurity
EMP091,DevOps,COURSE037,Quality Assurance,4,Intermediate,48.72,Cybersecurity
EMP033,Designer,COURSE021,ITIL Foundation,3,Intermediate,87.44,Cloud Computing
EMP206,Lead,COURSE023,Machine Learning Basics,4,Beginner,84.99,Cybersecurity
EMP212,SDE2,COURSE006,Web Development with React,6,Advanced,56.7,Cloud Computing
EMP174,SDE1,COURSE048,Network Security,5,Advanced,8.84,Machine Learning
EMP409,SDE2,COURSE032,ITIL Foundation,4,Beginner,73.79,Data Science
EMP031,Manager,COURSE019,Project Management,1,Advanced,15.26,Cloud Computing
EMP416,Lead,COURSE038,Cloud Basics,2,Advanced,49.34,Machine Learning
EMP274,DevOps,COURSE006,Web Development with React,6,Advanced,14.05,Cloud Computing
EMP414,Manager,COURSE028,API Development,4,Intermediate,34.43,Machine Learning
EMP161,HR,COURSE012,Responsive Web Design,3,Beginner,79.51,Machine Learning
EMP119,SDE2,COURSE017,Digital Marketing,5,Beginner,48.97,Machine Learning
EMP418,Designer,COURSE028,API Development,4,Intermediate,35.49,Machine Learning
EMP145,SDE2,COURSE019,Project Management,1,Advanced,4.63,Cloud Computing
EMP311,SDE2,COURSE013,Scrum Master Certification,6,Beginner,95.28,Machine Learning
EMP349,DevOps,COURSE045,Creative Thinking,5,Intermediate,26.53,Machine Learning
EMP093,QA,COURSE016,Backend Development,6,Intermediate,84.25,Data Science
EMP261,Manager,COURSE008,Remote Work Skills,4,Intermediate,81.16,Data Science
EMP162,Lead,COURSE039,Public Speaking,6,Advanced,73.23,Data Science
EMP210,Designer,COURSE029,Data Analysis with Python,5,Advanced,90.05,Data Science
EMP220,QA,COURSE046,Virtualization Technologies,4,Beginner,76.7,Machine Learning
