empID,courseID,completion_rate
EMP319,COURSE037,8
EMP147,COURSE028,24
EMP061,COURSE028,20
EMP491,COURSE020,30
EMP230,COURSE016,9
EMP268,COURSE024,93
EMP011,COURSE018,41
EMP135,COURSE044,91
EMP388,COURSE038,1
EMP026,COURSE004,11
EMP174,COURSE025,19
EMP112,COURSE042,19
EMP257,COURSE014,7
EMP198,COURSE002,36
EMP320,COURSE040,48
EMP101,COURSE030,77
EMP366,COURSE045,66
EMP014,COURSE029,70
EMP422,COURSE002,57
EMP141,COURSE006,30
EMP260,COURSE048,67
EMP130,COURSE032,76
EMP256,COURSE016,18
EMP263,COURSE009,79
EMP217,COURSE025,75
EMP467,COURSE039,39
EMP431,COURSE049,62
EMP349,COURSE007,50
EMP361,COURSE026,40
EMP460,COURSE012,22
EMP388,COURSE039,77
EMP050,COURSE019,90
EMP386,COURSE031,63
EMP364,COURSE050,51
EMP456,COURSE035,8
EMP271,COURSE020,74
EMP444,COURSE001,20
EMP409,COURSE031,59
EMP269,COURSE016,87
EMP235,COURSE050,26
EMP129,COURSE006,37
EMP474,COURSE014,54
EMP273,COURSE019,96
EMP360,COURSE039,56
EMP004,COURSE045,35
EMP342,COURSE045,30
EMP333,COURSE014,65
EMP386,COURSE046,78
EMP082,COURSE018,100
EMP189,COURSE010,81
EMP337,COURSE044,31
EMP450,COURSE023,59
EMP344,COURSE015,33
EMP046,COURSE029,59
EMP039,COURSE044,49
EMP322,COURSE020,70
EMP443,COURSE043,91
EMP093,COURSE011,90
EMP271,COURSE006,71
EMP429,COURSE023,94
EMP341,COURSE041,1
EMP018,COURSE038,35
EMP179,COURSE047,75
EMP271,COURSE022,7
EMP364,COURSE018,0
EMP332,COURSE033,8
EMP165,COURSE030,55
EMP174,COURSE040,75
EMP426,COURSE003,82
EMP318,COURSE018,59
EMP217,COURSE037,21
EMP256,COURSE036,63
EMP111,COURSE049,64
EMP224,COURSE030,58
EMP295,COURSE023,89
EMP185,COURSE019,85
EMP311,COURSE020,92
EMP402,COURSE026,79
EMP142,COURSE043,47
EMP348,COURSE046,83
EMP218,COURSE002,88
EMP394,COURSE038,75
EMP390,COURSE025,44
EMP158,COURSE021,23
EMP021,COURSE045,74
EMP381,COURSE004,98
EMP229,COURSE015,70
EMP464,COURSE029,41
EMP479,COURSE016,18
EMP246,COURSE044,75
EMP088,COURSE042,66
EMP445,COURSE019,50
EMP273,COURSE006,31
EMP494,COURSE011,48
EMP422,COURSE029,94
EMP101,COURSE005,66
EMP127,COURSE024,81
EMP340,COURSE032,32
EMP207,COURSE033,36
EMP133,COURSE009,19
EMP388,COURSE039,31
EMP393,COURSE037,42
EMP146,COURSE005,87
EMP019,COURSE035,6
EMP360,COURSE031,30
EMP288,COURSE026,34
EMP128,COURSE048,20
EMP418,COURSE039,34
EMP403,COURSE005,35
EMP198,COURSE026,50
EMP270,COURSE044,44
EMP354,COURSE046,66
EMP380,COURSE045,53
EMP285,COURSE047,56
EMP131,COURSE003,29
EMP357,COURSE048,43
EMP292,COURSE038,42
EMP327,COURSE021,77
EMP157,COURSE011,66
EMP069,COURSE017,98
EMP363,COURSE040,25
EMP302,COURSE046,12
EMP358,COURSE049,34
EMP134,COURSE046,48
EMP476,COURSE004,43
EMP337,COURSE020,73
EMP269,COURSE010,46
EMP214,COURSE042,94
EMP139,COURSE031,16
EMP464,COURSE019,72
EMP401,COURSE009,35
EMP075,COURSE038,98
EMP075,COURSE044,66
EMP404,COURSE023,90
EMP470,COURSE034,80
EMP033,COURSE003,58
EMP134,COURSE032,92
EMP388,COURSE006,93
EMP337,COURSE014,62
EMP276,COURSE048,56
EMP158,COURSE018,26
EMP496,COURSE026,31
EMP115,COURSE031,13
EMP246,COURSE022,76
EMP337,COURSE008,19
EMP440,COURSE040,59
EMP086,COURSE023,7
EMP249,COURSE001,59
EMP152,COURSE039,32
EMP263,COURSE043,52
EMP255,COURSE040,80
EMP337,COURSE039,50
EMP206,COURSE008,30
EMP165,COURSE043,90
EMP213,COURSE020,16
EMP308,COURSE021,11
EMP148,COURSE035,42
EMP336,COURSE046,55
EMP377,COURSE014,70
EMP408,COURSE023,40
EMP388,COURSE040,19
EMP039,COURSE021,100
EMP299,COURSE027,61
EMP404,COURSE028,50
EMP338,COURSE042,100
EMP392,COURSE022,73
EMP301,COURSE028,41
EMP340,COURSE048,47
EMP013,COURSE022,50
EMP215,COURSE042,71
EMP169,COURSE002,8
EMP472,COURSE050,15
EMP467,COURSE030,58
EMP410,COURSE032,37
EMP130,COURSE010,29
EMP500,COURSE044,74
EMP062,COURSE037,44
EMP120,COURSE002,58
EMP093,COURSE035,67
EMP217,COURSE001,25
EMP410,COURSE024,68
EMP224,COURSE038,61
EMP352,COURSE008,99
EMP187,COURSE030,63
EMP257,COURSE030,38
EMP082,COURSE022,18
EMP125,COURSE012,89
EMP329,COURSE014,81
EMP311,COURSE004,47
EMP143,COURSE005,10
EMP277,COURSE045,20
EMP320,COURSE034,65
EMP412,COURSE029,26
EMP383,COURSE008,20
EMP138,COURSE031,79
EMP037,COURSE044,62
EMP201,COURSE038,1
EMP432,COURSE049,90
EMP196,COURSE030,9
EMP358,COURSE005,75
EMP299,COURSE042,86
EMP408,COURSE044,18
EMP150,COURSE010,81
EMP116,COURSE009,100
EMP080,COURSE040,46
EMP422,COURSE044,25
EMP281,COURSE047,20
EMP163,COURSE048,49
EMP405,COURSE031,39
EMP045,COURSE048,93
EMP042,COURSE015,81
EMP313,COURSE049,51
EMP108,COURSE043,2
EMP499,COURSE016,0
EMP250,COURSE047,32
EMP022,COURSE045,38
EMP417,COURSE005,49
EMP014,COURSE037,43
EMP036,COURSE004,76
EMP014,COURSE033,73
EMP454,COURSE008,0
EMP382,COURSE006,37
EMP152,COURSE035,53
EMP326,COURSE047,12
EMP209,COURSE028,98
EMP067,COURSE035,48
EMP306,COURSE001,35
EMP161,COURSE010,48
EMP002,COURSE049,1
EMP238,COURSE030,21
EMP033,COURSE032,65
EMP415,COURSE018,12
EMP193,COURSE050,78
EMP443,COURSE014,66
EMP359,COURSE001,36
EMP347,COURSE010,31
EMP451,COURSE012,32
EMP499,COURSE014,87
EMP004,COURSE027,75
EMP293,COURSE016,37
EMP085,COURSE028,14
EMP335,COURSE044,11
EMP483,COURSE026,33
EMP239,COURSE037,46
EMP302,COURSE012,40
EMP175,COURSE006,81
EMP074,COURSE029,46
EMP250,COURSE033,22
EMP208,COURSE018,92
EMP264,COURSE029,84
EMP360,COURSE049,91
EMP176,COURSE009,91
EMP467,COURSE015,56
EMP212,COURSE038,48
EMP453,COURSE018,51
EMP023,COURSE013,87
EMP469,COURSE013,80
EMP255,COURSE041,10
EMP418,COURSE036,18
EMP484,COURSE030,44
EMP272,COURSE013,56
EMP184,COURSE010,89
EMP474,COURSE035,4
EMP126,COURSE023,59
EMP474,COURSE048,25
EMP400,COURSE009,22
EMP147,COURSE029,44
EMP240,COURSE050,21
EMP366,COURSE031,80
EMP445,COURSE041,11
EMP029,COURSE028,83
EMP246,COURSE047,0
EMP008,COURSE016,81
EMP051,COURSE044,12
EMP038,COURSE004,89
EMP251,COURSE021,33
EMP462,COURSE043,83
EMP371,COURSE006,39
EMP280,COURSE001,18
EMP370,COURSE024,97
EMP107,COURSE032,48
EMP149,COURSE032,84
EMP030,COURSE034,12
EMP439,COURSE025,46
EMP248,COURSE026,33
EMP344,COURSE030,58
EMP124,COURSE020,75
EMP090,COURSE014,99
EMP364,COURSE022,75
EMP469,COURSE015,85
EMP326,COURSE038,3
EMP028,COURSE009,43
EMP303,COURSE003,48
EMP336,COURSE014,21
EMP070,COURSE005,73
EMP422,COURSE005,17
EMP209,COURSE010,71
EMP256,COURSE041,77
EMP120,COURSE031,4
EMP137,COURSE008,9
EMP189,COURSE038,55
EMP001,COURSE027,85
EMP162,COURSE025,55
EMP240,COURSE040,59
EMP260,COURSE044,15
EMP298,COURSE019,40
EMP385,COURSE005,14
EMP212,COURSE045,43
EMP281,COURSE008,94
EMP017,COURSE008,77
EMP493,COURSE020,92
EMP290,COURSE045,82
EMP498,COURSE027,5
EMP200,COURSE016,95
EMP084,COURSE028,43
EMP430,COURSE005,79
EMP266,COURSE004,10
EMP351,COURSE027,93
EMP421,COURSE032,75
EMP159,COURSE019,78
EMP207,COURSE029,36
EMP062,COURSE027,77
EMP100,COURSE042,4
EMP416,COURSE013,1
EMP200,COURSE038,24
EMP282,COURSE043,43
EMP412,COURSE028,51
EMP015,COURSE027,67
EMP280,COURSE032,19
EMP463,COURSE001,86
EMP264,COURSE003,33
EMP261,COURSE019,67
EMP116,COURSE008,62
EMP116,COURSE043,69
EMP018,COURSE021,53
EMP099,COURSE043,5
EMP238,COURSE004,7
EMP399,COURSE030,29
EMP056,COURSE048,38
EMP157,COURSE010,44
EMP420,COURSE025,18
EMP460,COURSE035,70
EMP319,COURSE045,67
EMP141,COURSE025,42
EMP382,COURSE015,26
EMP064,COURSE029,86
EMP135,COURSE032,56
EMP048,COURSE028,57
EMP082,COURSE029,21
EMP140,COURSE010,35
EMP092,COURSE002,17
EMP120,COURSE012,32
EMP361,COURSE003,55
EMP140,COURSE038,57
EMP008,COURSE012,36
EMP145,COURSE005,71
EMP477,COURSE038,88
EMP393,COURSE004,33
EMP201,COURSE014,98
EMP371,COURSE019,61
EMP165,COURSE049,15
EMP221,COURSE016,1
EMP477,COURSE030,99
EMP463,COURSE024,68
EMP244,COURSE022,35
EMP048,COURSE049,51
EMP122,COURSE039,89
EMP192,COURSE027,87
EMP180,COURSE040,95
EMP454,COURSE039,30
EMP089,COURSE007,75
EMP299,COURSE017,73
EMP416,COURSE002,22
EMP114,COURSE029,26
EMP087,COURSE033,42
EMP278,COURSE005,19
EMP187,COURSE049,77
EMP133,COURSE027,15
EMP147,COURSE035,72
EMP075,COURSE004,18
EMP447,COURSE001,49
EMP318,COURSE050,46
EMP367,COURSE005,93
EMP312,COURSE015,46
EMP184,COURSE031,40
EMP432,COURSE022,24
EMP219,COURSE003,46
EMP092,COURSE012,49
EMP418,COURSE024,5
EMP211,COURSE006,52
EMP210,COURSE008,39
EMP346,COURSE033,76
EMP008,COURSE034,36
EMP189,COURSE006,88
EMP250,COURSE047,76
EMP322,COURSE044,69
EMP072,COURSE023,3
EMP165,COURSE022,98
EMP433,COURSE025,12
EMP215,COURSE013,72
EMP047,COURSE013,44
EMP196,COURSE033,69
EMP303,COURSE008,64
EMP088,COURSE024,46
EMP114,COURSE025,66
EMP212,COURSE028,35
EMP347,COURSE016,42
EMP298,COURSE002,62
EMP369,COURSE027,71
EMP355,COURSE032,55
EMP358,COURSE045,89
EMP116,COURSE047,17
EMP205,COURSE001,95
EMP151,COURSE031,62
EMP204,COURSE001,35
EMP412,COURSE001,30
EMP016,COURSE042,31
EMP148,COURSE024,47
EMP044,COURSE005,94
EMP349,COURSE020,38
EMP407,COURSE020,50
EMP186,COURSE050,84
EMP341,COURSE048,100
EMP284,COURSE021,38
EMP078,COURSE036,10
EMP093,COURSE035,26
EMP208,COURSE039,80
EMP345,COURSE033,45
EMP191,COURSE033,51
EMP437,COURSE010,57
EMP112,COURSE013,98
EMP029,COURSE018,92
EMP033,COURSE036,34
EMP093,COURSE046,22
EMP164,COURSE047,73
EMP448,COURSE039,99
EMP404,COURSE021,43
EMP284,COURSE002,0
EMP448,COURSE021,76
EMP447,COURSE011,23
EMP023,COURSE007,25
EMP030,COURSE015,49
EMP494,COURSE045,47
EMP495,COURSE029,96
EMP409,COURSE017,48
EMP215,COURSE032,70
EMP139,COURSE028,10
EMP137,COURSE006,65
EMP390,COURSE001,3
EMP325,COURSE001,7
EMP297,COURSE028,21
EMP305,COURSE039,21
EMP170,COURSE021,56
EMP416,COURSE039,79
EMP404,COURSE005,31
EMP486,COURSE021,15
EMP355,COURSE019,73
EMP058,COURSE005,21
EMP378,COURSE034,60
EMP157,COURSE008,72
EMP219,COURSE021,49
EMP240,COURSE035,95
EMP443,COURSE033,76
EMP081,COURSE006,84
EMP490,COURSE002,0
EMP060,COURSE041,24
EMP087,COURSE016,80
EMP269,COURSE012,49
EMP376,COURSE013,50
EMP363,COURSE046,15
EMP433,COURSE048,68
EMP006,COURSE030,6
EMP374,COURSE014,56
EMP280,COURSE032,24
EMP207,COURSE048,7
EMP208,COURSE023,30
EMP343,COURSE036,95
EMP473,COURSE024,42
EMP055,COURSE047,50
EMP084,COURSE045,27
EMP496,COURSE039,25
EMP066,COURSE010,21
EMP214,COURSE020,99
EMP302,COURSE040,85
EMP479,COURSE022,5
EMP358,COURSE009,27
EMP368,COURSE019,71
EMP405,COURSE033,6
EMP140,COURSE005,88
EMP362,COURSE028,73
EMP206,COURSE005,82
EMP493,COURSE009,29
EMP391,COURSE031,100
EMP316,COURSE042,38
EMP417,COURSE034,62
EMP435,COURSE005,64
EMP047,COURSE004,69
EMP409,COURSE018,53
EMP036,COURSE042,82
EMP498,COURSE006,18
EMP084,COURSE039,97
EMP086,COURSE008,51
EMP021,COURSE046,66
EMP153,COURSE018,39
EMP168,COURSE039,14
EMP324,COURSE043,92
EMP035,COURSE033,20
EMP012,COURSE042,76
EMP304,COURSE037,64
EMP449,COURSE008,70
EMP442,COURSE038,61
EMP068,COURSE036,62
EMP487,COURSE045,75
EMP129,COURSE012,10
EMP409,COURSE037,24
EMP192,COURSE035,77
EMP357,COURSE015,29
EMP233,COURSE001,29
EMP081,COURSE030,45
EMP015,COURSE025,8
EMP160,COURSE002,31
EMP188,COURSE045,96
EMP059,COURSE044,18
EMP292,COURSE035,70
EMP073,COURSE002,60
EMP046,COURSE026,80
EMP174,COURSE035,47
EMP141,COURSE001,91
EMP284,COURSE050,35
EMP269,COURSE004,98
EMP309,COURSE039,19
EMP098,COURSE017,78
EMP115,COURSE049,3
EMP270,COURSE002,34
EMP341,COURSE020,72
EMP385,COURSE024,51
EMP143,COURSE017,0
EMP037,COURSE044,52
EMP087,COURSE043,89
EMP446,COURSE041,55
EMP441,COURSE033,100
EMP236,COURSE001,0
EMP294,COURSE037,24
EMP488,COURSE025,12
EMP004,COURSE010,81
EMP416,COURSE038,88
EMP417,COURSE027,92
EMP249,COURSE002,31
EMP385,COURSE049,23
EMP269,COURSE035,79
EMP255,COURSE041,100
EMP084,COURSE040,65
EMP323,COURSE013,0
EMP447,COURSE005,91
EMP421,COURSE023,70
EMP034,COURSE047,33
EMP370,COURSE010,50
EMP081,COURSE013,79
EMP494,COURSE018,30
EMP451,COURSE042,30
EMP465,COURSE046,29
EMP142,COURSE018,7
EMP381,COURSE019,65
EMP174,COURSE018,70
EMP438,COURSE013,51
EMP036,COURSE019,68
EMP119,COURSE046,44
EMP138,COURSE033,75
EMP293,COURSE012,61
EMP291,COURSE020,59
EMP144,COURSE032,94
EMP254,COURSE039,81
EMP464,COURSE010,40
EMP021,COURSE039,44
EMP468,COURSE016,23
EMP026,COURSE019,34
EMP152,COURSE045,100
EMP435,COURSE038,92
EMP471,COURSE007,65
EMP049,COURSE029,84
EMP054,COURSE012,58
EMP216,COURSE016,97
EMP344,COURSE050,100
EMP187,COURSE004,92
EMP280,COURSE023,31
EMP201,COURSE012,12
EMP368,COURSE022,38
EMP226,COURSE031,54
EMP045,COURSE047,11
EMP073,COURSE029,22
EMP045,COURSE030,30
EMP268,COURSE022,1
EMP406,COURSE027,39
EMP195,COURSE020,22
EMP313,COURSE013,42
EMP153,COURSE007,51
EMP455,COURSE017,87
EMP494,COURSE010,98
EMP397,COURSE019,55
EMP265,COURSE030,20
EMP487,COURSE007,23
EMP200,COURSE029,70
EMP305,COURSE041,19
EMP190,COURSE026,83
EMP179,COURSE028,82
EMP452,COURSE042,39
EMP078,COURSE029,17
EMP476,COURSE019,30
EMP307,COURSE009,39
EMP431,COURSE030,37
EMP357,COURSE042,49
EMP431,COURSE016,53
EMP401,COURSE042,28
EMP445,COURSE024,14
EMP342,COURSE002,13
EMP488,COURSE038,51
EMP377,COURSE045,51
EMP113,COURSE042,9
EMP171,COURSE032,3
EMP367,COURSE018,4
EMP055,COURSE038,88
EMP280,COURSE004,18
EMP431,COURSE025,41
EMP038,COURSE028,68
EMP254,COURSE010,94
EMP155,COURSE040,32
EMP090,COURSE002,15
EMP239,COURSE013,73
EMP192,COURSE029,21
EMP278,COURSE046,85
EMP299,COURSE023,77
EMP313,COURSE038,49
EMP030,COURSE046,72
EMP490,COURSE016,73
EMP367,COURSE012,46
EMP366,COURSE042,50
EMP242,COURSE034,71
EMP325,COURSE045,89
EMP387,COURSE041,54
EMP255,COURSE044,45
EMP417,COURSE018,11
EMP479,COURSE050,87
EMP112,COURSE041,5
EMP187,COURSE026,14
EMP368,COURSE024,6
EMP366,COURSE046,93
EMP123,COURSE025,29
EMP468,COURSE014,24
EMP172,COURSE002,63
EMP389,COURSE005,39
EMP243,COURSE017,92
EMP308,COURSE041,37
EMP010,COURSE044,48
EMP225,COURSE027,12
EMP197,COURSE035,64
EMP429,COURSE048,21
EMP039,COURSE023,34
EMP372,COURSE025,90
EMP264,COURSE022,80
EMP078,COURSE034,32
EMP222,COURSE032,85
EMP364,COURSE015,58
EMP024,COURSE009,89
EMP032,COURSE049,10
EMP433,COURSE003,54
EMP450,COURSE009,82
EMP159,COURSE048,45
EMP168,COURSE018,19
EMP428,COURSE034,31
EMP384,COURSE039,1
EMP158,COURSE048,44
EMP453,COURSE035,4
EMP113,COURSE023,36
EMP319,COURSE016,48
EMP398,COURSE023,40
EMP406,COURSE015,6
EMP487,COURSE049,87
EMP125,COURSE007,75
EMP454,COURSE041,29
EMP225,COURSE017,71
EMP091,COURSE023,19
EMP381,COURSE044,41
EMP239,COURSE025,12
EMP438,COURSE039,52
EMP156,COURSE042,100
EMP432,COURSE031,59
EMP488,COURSE043,51
EMP146,COURSE016,29
EMP431,COURSE031,4
EMP050,COURSE046,43
EMP144,COURSE004,86
EMP001,COURSE048,45
EMP165,COURSE009,12
EMP379,COURSE024,57
EMP474,COURSE023,7
EMP366,COURSE018,52
EMP393,COURSE020,92
EMP249,COURSE006,94
EMP193,COURSE050,27
EMP003,COURSE045,38
EMP062,COURSE050,77
EMP482,COURSE045,26
EMP057,COURSE016,79
EMP166,COURSE016,43
EMP311,COURSE014,26
EMP266,COURSE035,68
EMP009,COURSE034,85
EMP407,COURSE007,54
EMP130,COURSE035,5
EMP250,COURSE003,27
EMP473,COURSE048,4
EMP275,COURSE012,85
EMP017,COURSE033,94
EMP162,COURSE043,5
EMP184,COURSE027,45
EMP409,COURSE036,1
EMP061,COURSE050,88
EMP162,COURSE005,60
EMP397,COURSE008,38
EMP323,COURSE003,43
EMP025,COURSE044,10
EMP202,COURSE029,62
EMP239,COURSE024,79
EMP043,COURSE045,4
EMP246,COURSE021,13
EMP241,COURSE002,61
EMP451,COURSE015,53
EMP368,COURSE033,29
EMP215,COURSE016,9
EMP096,COURSE028,77
EMP309,COURSE028,58
EMP212,COURSE031,29
EMP008,COURSE014,41
EMP387,COURSE048,12
EMP001,COURSE040,96
EMP074,COURSE039,63
EMP147,COURSE041,17
EMP206,COURSE036,22
EMP155,COURSE040,52
EMP224,COURSE007,15
EMP500,COURSE017,39
EMP182,COURSE044,4
EMP396,COURSE013,26
EMP080,COURSE018,30
EMP058,COURSE046,97
EMP363,COURSE006,50
EMP062,COURSE012,54
EMP063,COURSE041,52
EMP494,COURSE020,2
EMP089,COURSE004,66
EMP137,COURSE003,60
EMP418,COURSE018,42
EMP110,COURSE044,2
EMP364,COURSE038,94
EMP052,COURSE042,35
EMP326,COURSE050,43
EMP198,COURSE005,72
EMP422,COURSE012,19
EMP135,COURSE043,5
EMP032,COURSE008,58
EMP180,COURSE007,3
EMP207,COURSE042,57
EMP205,COURSE047,5
EMP370,COURSE032,55
EMP288,COURSE031,24
EMP283,COURSE048,59
EMP303,COURSE044,34
EMP422,COURSE017,95
EMP174,COURSE013,4
EMP441,COURSE049,69
EMP058,COURSE009,72
EMP241,COURSE045,76
EMP340,COURSE040,91
EMP439,COURSE023,56
EMP016,COURSE040,95
EMP131,COURSE013,11
EMP180,COURSE015,52
EMP495,COURSE008,6
EMP212,COURSE010,16
EMP423,COURSE018,95
EMP071,COURSE002,54
EMP003,COURSE029,62
EMP319,COURSE001,61
EMP299,COURSE024,21
EMP248,COURSE042,57
EMP411,COURSE017,78
EMP048,COURSE006,33
EMP461,COURSE017,12
EMP447,COURSE021,21
EMP232,COURSE005,62
EMP136,COURSE005,95
EMP476,COURSE044,47
EMP255,COURSE001,32
EMP020,COURSE034,28
EMP255,COURSE022,24
EMP023,COURSE037,81
EMP182,COURSE007,82
EMP382,COURSE020,69
EMP364,COURSE023,34
EMP133,COURSE044,54
EMP217,COURSE029,50
EMP079,COURSE017,26
EMP141,COURSE039,79
EMP298,COURSE047,43
EMP269,COURSE036,30
EMP331,COURSE046,100
EMP419,COURSE009,60
EMP059,COURSE002,59
EMP417,COURSE035,15
EMP428,COURSE008,40
EMP438,COURSE033,30
EMP174,COURSE013,9
EMP346,COURSE021,33
EMP084,COURSE042,15
EMP061,COURSE037,62
EMP075,COURSE005,33
EMP434,COURSE049,47
EMP293,COURSE010,98
EMP017,COURSE036,2
EMP217,COURSE005,59
EMP362,COURSE031,83
EMP412,COURSE028,13
EMP352,COURSE010,16
EMP050,COURSE049,25
EMP195,COURSE036,82
EMP135,COURSE033,65
EMP259,COURSE050,63
EMP052,COURSE018,75
EMP314,COURSE009,3
EMP194,COURSE022,40
EMP385,COURSE010,62
EMP094,COURSE029,10
EMP042,COURSE039,60
EMP193,COURSE029,15
EMP077,COURSE039,98
EMP487,COURSE028,15
EMP221,COURSE045,14
EMP161,COURSE004,56
EMP395,COURSE036,57
EMP467,COURSE039,16
EMP197,COURSE048,41
EMP087,COURSE018,59
EMP293,COURSE025,2
EMP130,COURSE044,8
EMP098,COURSE047,34
EMP144,COURSE015,69
EMP300,COURSE035,17
EMP483,COURSE006,70
EMP461,COURSE015,7
EMP275,COURSE010,52
EMP377,COURSE006,22
EMP051,COURSE015,38
EMP169,COURSE026,25
EMP408,COURSE002,66
EMP402,COURSE004,63
EMP265,COURSE038,2
EMP369,COURSE010,83
EMP173,COURSE033,29
EMP033,COURSE022,75
EMP273,COURSE019,33
EMP008,COURSE050,42
EMP257,COURSE011,54
EMP112,COURSE032,97
EMP454,COURSE035,10
EMP269,COURSE042,67
EMP125,COURSE009,95
EMP113,COURSE039,3
EMP133,COURSE016,41
EMP361,COURSE009,91
EMP140,COURSE031,11
EMP143,COURSE011,55
EMP215,COURSE004,17
EMP477,COURSE037,27
EMP312,COURSE009,25
EMP484,COURSE019,45
EMP215,COURSE029,57
EMP136,COURSE001,40
EMP118,COURSE014,86
EMP487,COURSE037,51
EMP346,COURSE025,31
EMP402,COURSE015,57
EMP495,COURSE045,98
EMP026,COURSE036,38
EMP301,COURSE050,89
EMP290,COURSE043,49
EMP465,COURSE032,66
EMP261,COURSE017,97
EMP199,COURSE031,78
EMP355,COURSE049,32
EMP074,COURSE048,86
EMP459,COURSE026,45
EMP056,COURSE030,55
EMP303,COURSE033,87
EMP065,COURSE002,61
EMP051,COURSE041,27
EMP374,COURSE012,44
EMP462,COURSE025,25
EMP276,COURSE050,48
EMP117,COURSE014,90
EMP015,COURSE033,0
EMP443,COURSE011,62
EMP149,COURSE048,52
EMP468,COURSE031,61
EMP280,COURSE039,83
EMP334,COURSE006,43
EMP208,COURSE021,53
EMP270,COURSE013,9
EMP288,COURSE021,50
EMP322,COURSE049,11
EMP315,COURSE031,61
EMP206,COURSE031,87
EMP419,COURSE038,1
EMP373,COURSE005,86
EMP144,COURSE026,97
EMP438,COURSE043,93
EMP041,COURSE040,89
EMP073,COURSE026,60
EMP067,COURSE020,65
EMP278,COURSE042,20
EMP412,COURSE049,1
EMP186,COURSE030,50
EMP153,COURSE037,11
EMP060,COURSE048,85
EMP453,COURSE007,79
EMP164,COURSE014,38
EMP037,COURSE013,53
